"","binID","start","cata","aRead","bRead","aNorm","bNorm"
"3792","chrY_925600","  925500",2,4,1,26.6666667,6.6666667
"10279","chrY_926900","  926800",3,34,18,94.4444444,69.2307692
"3793","chrY_926900","  926800",2,1,5,2.7777778,19.2307692
"94","chrY_926900","  926800",1,1,3,2.7777778,11.5384615
"10280","chrY_927300","  927200",3,26,21,100,100
"10281","chrY_927500","  927400",3,54,47,100,92.1568627
"95","chrY_927500","  927400",1,0,4,0,7.8431373
"10282","chrY_927800","  927700",3,40,37,100,90.2439024
"3794","chrY_927800","  927700",2,0,4,0,9.7560976
"10283","chrY_927900","  927800",3,54,62,90,88.5714286
"3795","chrY_927900","  927800",2,2,8,3.3333333,11.4285714
"96","chrY_927900","  927800",1,4,0,6.6666667,0
"10284","chrY_928100","  928000",3,18,27,90,75
"3796","chrY_928100","  928000",2,2,9,10,25
"10285","chrY_930200","  930100",3,30,35,75,81.3953488
"3797","chrY_930200","  930100",2,7,5,17.5,11.627907
"97","chrY_930200","  930100",1,3,3,7.5,6.9767442
"10286","chrY_931300","  931200",3,24,38,68.5714286,70.3703704
"3798","chrY_931300","  931200",2,6,13,17.1428571,24.0740741
"98","chrY_931300","  931200",1,5,3,14.2857143,5.5555556
"10287","chrY_931700","  931600",3,53,62,74.6478873,89.8550725
"3799","chrY_931700","  931600",2,18,7,25.3521126,10.1449275
"10288","chrY_931800","  931700",3,33,48,100,100
"10289","chrY_932300","  932200",3,30,31,100,83.7837838
"3800","chrY_932300","  932200",2,0,6,0,16.2162162
"10290","chrY_932500","  932400",3,10,17,100,100
"10291","chrY_932600","  932500",3,23,22,92,78.5714286
"3801","chrY_932600","  932500",2,2,6,8,21.4285714
"10292","chrY_932700","  932600",3,50,40,96.1538462,95.2380952
"3802","chrY_932700","  932600",2,2,2,3.8461538,4.7619048
"10293","chrY_932800","  932700",3,22,40,73.3333333,81.6326531
"3803","chrY_932800","  932700",2,8,9,26.6666667,18.3673469
"10294","chrY_941600","  941500",3,98,77,82.3529412,82.7956989
"3804","chrY_941600","  941500",2,19,14,15.9663865,15.0537635
"99","chrY_941600","  941500",1,2,2,1.6806723,2.1505376
"10295","chrY_945000","  944900",3,39,52,78,81.25
"3805","chrY_945000","  944900",2,11,12,22,18.75
"10296","chrY_946600","  946500",3,10,22,76.9230769,84.6153846
"3806","chrY_946600","  946500",2,3,4,23.0769231,15.3846154
"10297","chrY_946800","  946700",3,57,70,91.9354839,93.3333333
"3807","chrY_946800","  946700",2,5,5,8.0645162,6.6666667
"10298","chrY_947900","  947800",3,31,34,93.9393939,87.1794872
"3808","chrY_947900","  947800",2,2,5,6.0606061,12.8205128
"10299","chrY_948500","  948400",3,17,21,70.8333333,91.3043478
"3809","chrY_948500","  948400",2,7,2,29.1666667,8.6956522
"10300","chrY_949600","  949500",3,55,88,93.220339,97.7777778
"3810","chrY_949600","  949500",2,4,2,6.779661,2.2222222
"10301","chrY_950900","  950800",3,44,59,80,84.2857143
"3811","chrY_950900","  950800",2,11,11,20,15.7142857
"10302","chrY_953100","  953000",3,62,77,91.1764706,95.0617284
"3812","chrY_953100","  953000",2,6,4,8.8235294,4.9382716
"10303","chrY_953200","  953100",3,40,31,81.6326531,68.8888889
"3813","chrY_953200","  953100",2,9,14,18.3673469,31.1111111
"10304","chrY_953400","  953300",3,43,35,100,100
"10305","chrY_953900","  953800",3,21,36,100,99.9999999
"10306","chrY_954100","  954000",3,31,23,91.1764706,85.1851852
"3814","chrY_954100","  954000",2,3,4,8.8235294,14.8148148
"10307","chrY_954500","  954400",3,11,28,100,100
"10308","chrY_954600","  954500",3,23,44,100,100
"10309","chrY_954800","  954700",3,28,32,87.5,94.1176471
"3815","chrY_954800","  954700",2,4,2,12.5,5.8823529
"10310","chrY_954900","  954800",3,31,49,88.5714286,94.2307692
"3816","chrY_954900","  954800",2,4,3,11.4285714,5.7692308
"10311","chrY_955000","  954900",3,28,36,82.3529412,67.9245283
"3817","chrY_955000","  954900",2,6,17,17.6470589,32.0754717
"10312","chrY_955300","  955200",3,34,47,94.4444444,83.9285714
"3818","chrY_955300","  955200",2,2,9,5.5555556,16.0714286
"10313","chrY_955900","  955800",3,23,44,85.1851852,83.0188679
"3819","chrY_955900","  955800",2,4,9,14.8148148,16.9811321
"10314","chrY_956200","  956100",3,40,40,86.9565217,83.3333333
"3820","chrY_956200","  956100",2,6,8,13.0434783,16.6666667
"10315","chrY_956300","  956200",3,16,27,100,100
"10316","chrY_956500","  956400",3,72,102,88.8888889,93.5779817
"3821","chrY_956500","  956400",2,9,7,11.1111111,6.4220184
"10317","chrY_956600","  956500",3,49,50,92.4528302,92.5925926
"3822","chrY_956600","  956500",2,4,4,7.5471698,7.4074074
"10318","chrY_956700","  956600",3,45,47,100,99.9999999
"10319","chrY_957200","  957100",3,21,32,100,100
"10320","chrY_957300","  957200",3,15,10,88.2352941,76.9230769
"3823","chrY_957300","  957200",2,2,3,11.7647059,23.0769231
"10321","chrY_957400","  957300",3,26,50,74.2857143,92.5925926
"3824","chrY_957400","  957300",2,5,4,14.2857143,7.4074075
"100","chrY_957400","  957300",1,4,0,11.4285714,0
"10322","chrY_957800","  957700",3,32,68,64,75.5555556
"3825","chrY_957800","  957700",2,18,22,36,24.4444444
"10323","chrY_958300","  958200",3,33,57,84.6153846,93.442623
"3826","chrY_958300","  958200",2,6,4,15.3846154,6.557377
"10324","chrY_959000","  958900",3,44,42,89.7959184,91.3043478
"3827","chrY_959000","  958900",2,5,4,10.2040817,8.6956522
"10325","chrY_959700","  959600",3,12,28,41.3793103,90.3225806
"3828","chrY_959700","  959600",2,17,3,58.6206897,9.6774194
"10326","chrY_960400","  960300",3,18,18,100,81.8181818
"3829","chrY_960400","  960300",2,0,4,0,18.1818182
"10327","chrY_960500","  960400",3,31,31,100,100
"10328","chrY_960600","  960500",3,12,9,70.5882353,60
"3830","chrY_960600","  960500",2,5,6,29.4117647,40
"10329","chrY_961400","  961300",3,51,53,100,100.0000001
"10330","chrY_961800","  961700",3,30,30,90.9090909,76.9230769
"3831","chrY_961800","  961700",2,1,3,3.030303,7.6923077
"101","chrY_961800","  961700",1,2,6,6.0606061,15.3846154
"10331","chrY_962200","  962100",3,52,54,86.6666667,81.8181818
"3832","chrY_962200","  962100",2,8,12,13.3333334,18.1818181
"10332","chrY_962600","  962500",3,36,52,78.2608696,83.8709677
"3833","chrY_962600","  962500",2,6,10,13.0434782,16.1290323
"102","chrY_962600","  962500",1,4,0,8.6956522,0
"10333","chrY_962700","  962600",3,41,55,87.2340426,87.3015873
"3834","chrY_962700","  962600",2,2,7,4.2553191,11.1111111
"103","chrY_962700","  962600",1,4,1,8.5106383,1.5873016
"10334","chrY_963200","  963100",3,25,26,96.1538462,86.6666667
"3835","chrY_963200","  963100",2,1,4,3.8461538,13.3333333
"10335","chrY_963400","  963300",3,43,45,84.3137255,81.8181818
"3836","chrY_963400","  963300",2,8,6,15.6862745,10.9090909
"104","chrY_963400","  963300",1,0,4,0,7.2727273
"10336","chrY_963600","  963500",3,33,51,100.0000001,100
"10337","chrY_963700","  963600",3,18,17,100,100
"10338","chrY_963800","  963700",3,27,34,96.4285714,91.8918919
"105","chrY_963800","  963700",1,1,3,3.5714286,8.1081081
"10339","chrY_963900","  963800",3,20,28,80,80
"3837","chrY_963900","  963800",2,3,5,12,14.2857143
"106","chrY_963900","  963800",1,2,2,8,5.7142857
"10340","chrY_973000","  972900",3,29,41,65.9090909,71.9298246
"3838","chrY_973000","  972900",2,11,12,25,21.0526316
"107","chrY_973000","  972900",1,4,4,9.0909091,7.0175439
"10341","chrY_973600","  973500",3,45,66,60,65.3465347
"3839","chrY_973600","  973500",2,21,20,28,19.8019802
"108","chrY_973600","  973500",1,9,15,12,14.8514851
"10342","chrY_973800","  973700",3,46,76,67.6470588,75.2475248
"3840","chrY_973800","  973700",2,15,21,22.0588235,20.7920792
"109","chrY_973800","  973700",1,7,4,10.2941176,3.960396
"10343","chrY_975200","  975100",3,41,49,68.3333333,68.0555556
"3841","chrY_975200","  975100",2,14,21,23.3333334,29.1666667
"110","chrY_975200","  975100",1,5,2,8.3333333,2.7777778
"10344","chrY_976900","  976800",3,6,10,85.7142857,55.5555556
"3842","chrY_976900","  976800",2,1,8,14.2857143,44.4444444
"10345","chrY_977200","  977100",3,14,26,66.6666667,81.25
"3843","chrY_977200","  977100",2,6,2,28.5714286,6.25
"111","chrY_977200","  977100",1,1,4,4.7619048,12.5
"10346","chrY_977400","  977300",3,39,56,68.4210526,84.8484848
"3844","chrY_977400","  977300",2,18,10,31.5789474,15.1515152
"10347","chrY_980400","  980300",3,26,43,78.7878788,78.1818182
"3845","chrY_980400","  980300",2,7,12,21.2121212,21.8181819
"10348","chrY_982500","  982400",3,26,34,100,100
"10349","chrY_984400","  984300",3,49,32,70,61.5384615
"3846","chrY_984400","  984300",2,21,20,30,38.4615384
"10350","chrY_984500","  984400",3,38,20,65.5172414,50
"3847","chrY_984500","  984400",2,20,20,34.4827586,50
"10351","chrY_985700","  985600",3,51,76,96.2264151,84.4444444
"3848","chrY_985700","  985600",2,2,14,3.7735849,15.5555556
"10352","chrY_987100","  987000",3,9,17,100,100
"10353","chrY_987900","  987800",3,16,21,100,100
"10354","chrY_988500","  988400",3,23,57,62.1621622,71.25
"3849","chrY_988500","  988400",2,14,23,37.8378378,28.75
"10355","chrY_989200","  989100",3,10,14,100,100
"10356","chrY_990100","  990000",3,13,12,100,100
"10357","chrY_990400","  990300",3,38,64,99.9999999,100
"10358","chrY_990600","  990500",3,24,19,100,100
"10359","chrY_990700","  990600",3,27,36,100,100
"10360","chrY_990900","  990800",3,41,51,80.3921569,72.8571429
"3850","chrY_990900","  990800",2,10,19,19.6078432,27.1428571
"10361","chrY_994900","  994800",3,49,70,80.3278689,82.3529412
"3851","chrY_994900","  994800",2,12,11,19.6721312,12.9411765
"112","chrY_994900","  994800",1,0,4,0,4.7058824
"10362","chrY_995600","  995500",3,33,25,73.3333333,45.4545455
"3852","chrY_995600","  995500",2,7,22,15.5555556,40
"113","chrY_995600","  995500",1,5,8,11.1111111,14.5454545
"10363","chrY_996200","  996100",3,27,21,87.0967742,72.4137931
"3853","chrY_996200","  996100",2,4,8,12.9032258,27.5862069
"10364","chrY_996300","  996200",3,40,39,93.0232559,86.6666667
"3854","chrY_996300","  996200",2,3,6,6.9767442,13.3333333
"10365","chrY_998600","  998500",3,5,9,100,100
"10366","chrY_998800","  998700",3,9,9,100,100
"10367","chrY_1000800"," 1000700",3,10,9,50,45
"114","chrY_1000800"," 1000700",1,10,11,50,55
"10368","chrY_1009400"," 1009300",3,5,8,15.625,21.0526316
"3855","chrY_1009400"," 1009300",2,6,4,18.75,10.5263157
"115","chrY_1009400"," 1009300",1,21,26,65.625,68.4210526
"10369","chrY_1010300"," 1010200",3,6,3,13.3333333,7.5
"116","chrY_1010300"," 1010200",1,39,37,86.6666667,92.5
"10370","chrY_1010500"," 1010400",3,1,5,4,16.6666667
"117","chrY_1010500"," 1010400",1,24,25,96,83.3333333
"10371","chrY_1011100"," 1011000",3,2,3,8.3333333,6.8181818
"118","chrY_1011100"," 1011000",1,22,41,91.6666667,93.1818182
"10372","chrY_1011300"," 1011200",3,2,7,5.1282051,11.4754098
"3856","chrY_1011300"," 1011200",2,3,12,7.6923077,19.6721311
"119","chrY_1011300"," 1011200",1,34,42,87.1794872,68.8524591
"10373","chrY_1012000"," 1011900",3,35,27,76.0869565,75
"3857","chrY_1012000"," 1011900",2,11,9,23.9130435,25
"10374","chrY_1020100"," 1020000",3,37,41,90.2439024,83.6734694
"3858","chrY_1020100"," 1020000",2,2,6,4.8780488,12.244898
"120","chrY_1020100"," 1020000",1,2,2,4.8780488,4.0816327
"10375","chrY_1020400"," 1020300",3,9,16,69.2307692,88.8888889
"3859","chrY_1020400"," 1020300",2,4,2,30.7692308,11.1111111
"10376","chrY_1022300"," 1022200",3,34,39,87.1794872,82.9787234
"3860","chrY_1022300"," 1022200",2,5,8,12.8205128,17.0212766
"10377","chrY_1022400"," 1022300",3,61,74,92.4242424,91.3580247
"3861","chrY_1022400"," 1022300",2,4,4,6.0606061,4.9382716
"121","chrY_1022400"," 1022300",1,1,3,1.5151515,3.7037037
"10378","chrY_1025500"," 1025400",3,27,42,84.375,89.3617021
"3862","chrY_1025500"," 1025400",2,5,5,15.625,10.6382979
"10379","chrY_1027100"," 1027000",3,20,33,100,100
"10380","chrY_1027200"," 1027100",3,14,11,100,100
"10381","chrY_1031300"," 1031200",3,18,33,66.6666667,86.8421053
"3863","chrY_1031300"," 1031200",2,9,5,33.3333333,13.1578947
"10382","chrY_1033500"," 1033400",3,52,42,83.8709677,72.4137931
"3864","chrY_1033500"," 1033400",2,8,9,12.9032258,15.5172414
"122","chrY_1033500"," 1033400",1,2,7,3.2258065,12.0689655
"10383","chrY_1034100"," 1034000",3,29,24,61.7021277,63.1578947
"3865","chrY_1034100"," 1034000",2,18,14,38.2978724,36.8421052
"10384","chrY_1034600"," 1034500",3,45,42,100,100
"10385","chrY_1035000"," 1034900",3,26,41,76.4705882,82
"3866","chrY_1035000"," 1034900",2,8,9,23.5294118,18
"10386","chrY_1035200"," 1035100",3,37,55,82.2222222,87.3015873
"3867","chrY_1035200"," 1035100",2,8,8,17.7777777,12.6984127
"10387","chrY_1040000"," 1039900",3,59,59,88.0597015,85.5072464
"3868","chrY_1040000"," 1039900",2,8,10,11.9402985,14.4927536
"10388","chrY_1040500"," 1040400",3,55,53,87.3015873,82.8125
"3869","chrY_1040500"," 1040400",2,7,4,11.1111111,6.25
"123","chrY_1040500"," 1040400",1,1,7,1.5873016,10.9375
"10389","chrY_1042000"," 1041900",3,23,42,63.8888889,79.245283
"3870","chrY_1042000"," 1041900",2,13,7,36.1111111,13.2075472
"124","chrY_1042000"," 1041900",1,0,4,0,7.5471698
"10390","chrY_1042300"," 1042200",3,23,38,63.8888889,54.2857143
"3871","chrY_1042300"," 1042200",2,9,29,25,41.4285715
"125","chrY_1042300"," 1042200",1,4,3,11.1111111,4.2857143
"10391","chrY_1043000"," 1042900",3,51,47,83.6065574,85.4545455
"3872","chrY_1043000"," 1042900",2,10,8,16.3934426,14.5454545
"10392","chrY_1049400"," 1049300",3,69,69,94.5205479,85.1851852
"3873","chrY_1049400"," 1049300",2,4,12,5.4794521,14.8148148
"10393","chrY_1050100"," 1050000",3,8,8,100,100
"10394","chrY_1054500"," 1054400",3,20,27,57.1428571,81.8181818
"3874","chrY_1054500"," 1054400",2,12,2,34.2857143,6.060606
"126","chrY_1054500"," 1054400",1,3,4,8.5714286,12.1212121
"10395","chrY_1055500"," 1055400",3,53,58,77.9411765,85.2941176
"3875","chrY_1055500"," 1055400",2,11,9,16.1764706,13.2352941
"127","chrY_1055500"," 1055400",1,4,1,5.8823529,1.4705882
"10396","chrY_1058400"," 1058300",3,66,66,80.4878049,80.4878049
"3876","chrY_1058400"," 1058300",2,12,13,14.6341464,15.8536585
"128","chrY_1058400"," 1058300",1,4,3,4.8780488,3.6585366
"10397","chrY_1059100"," 1059000",3,40,64,70.1754386,80
"3877","chrY_1059100"," 1059000",2,16,13,28.0701754,16.25
"129","chrY_1059100"," 1059000",1,1,3,1.754386,3.75
"10398","chrY_1059300"," 1059200",3,28,48,66.6666667,85.7142857
"3878","chrY_1059300"," 1059200",2,14,8,33.3333334,14.2857142
"10399","chrY_1067100"," 1067000",3,75,74,92.5925926,90.2439024
"3879","chrY_1067100"," 1067000",2,6,8,7.4074074,9.7560976
"10400","chrY_1067500"," 1067400",3,40,68,68.9655172,81.9277108
"3880","chrY_1067500"," 1067400",2,18,15,31.0344828,18.0722892
"10401","chrY_1068000"," 1067900",3,30,39,90.9090909,72.2222222
"3881","chrY_1068000"," 1067900",2,2,12,6.0606061,22.2222222
"130","chrY_1068000"," 1067900",1,1,3,3.030303,5.5555556
"10402","chrY_1070000"," 1069900",3,25,36,71.4285716,94.7368421
"131","chrY_1070000"," 1069900",1,10,2,28.5714286,5.2631579
"10403","chrY_1075300"," 1075200",3,51,70,96.2264151,81.3953488
"3882","chrY_1075300"," 1075200",2,1,13,1.8867925,15.1162791
"132","chrY_1075300"," 1075200",1,1,3,1.8867925,3.4883721
"10404","chrY_1083600"," 1083500",3,21,19,70,73.0769231
"3883","chrY_1083600"," 1083500",2,9,7,30,26.9230769
"10405","chrY_1088300"," 1088200",3,50,45,81.9672131,70.3125
"3884","chrY_1088300"," 1088200",2,8,18,13.1147541,28.125
"133","chrY_1088300"," 1088200",1,3,1,4.9180328,1.5625
"10406","chrY_1093100"," 1093000",3,28,39,100,100
"10407","chrY_1096400"," 1096300",3,26,24,92.8571429,92.3076923
"3885","chrY_1096400"," 1096300",2,2,2,7.1428571,7.6923077
"10408","chrY_1098600"," 1098500",3,24,13,80,81.25
"3886","chrY_1098600"," 1098500",2,6,3,20,18.75
"10409","chrY_1099900"," 1099800",3,23,32,95.8333333,91.4285714
"3887","chrY_1099900"," 1099800",2,1,3,4.1666667,8.5714286
"10410","chrY_1106300"," 1106200",3,41,59,82,88.0597015
"3888","chrY_1106300"," 1106200",2,9,8,18,11.9402986
"10411","chrY_1108500"," 1108400",3,39,34,66.1016949,59.6491228
"3889","chrY_1108500"," 1108400",2,16,22,27.1186441,38.5964912
"134","chrY_1108500"," 1108400",1,4,1,6.779661,1.754386
"10412","chrY_1110800"," 1110700",3,19,26,50,74.2857143
"3890","chrY_1110800"," 1110700",2,17,7,44.7368421,20
"135","chrY_1110800"," 1110700",1,2,2,5.2631579,5.7142857
"10413","chrY_1111200"," 1111100",3,45,35,50,43.75
"3891","chrY_1111200"," 1111100",2,30,31,33.3333333,38.75
"136","chrY_1111200"," 1111100",1,15,14,16.6666667,17.5
"10414","chrY_1111500"," 1111400",3,39,48,61.9047619,80
"3892","chrY_1111500"," 1111400",2,19,8,30.1587302,13.3333333
"137","chrY_1111500"," 1111400",1,5,4,7.9365079,6.6666667
"10415","chrY_1111600"," 1111500",3,70,73,86.4197531,70.1923077
"3893","chrY_1111600"," 1111500",2,8,29,9.8765432,27.8846154
"138","chrY_1111600"," 1111500",1,3,2,3.7037037,1.9230769
"10416","chrY_1111900"," 1111800",3,67,78,74.4444444,67.2413793
"3894","chrY_1111900"," 1111800",2,11,31,12.2222223,26.7241379
"139","chrY_1111900"," 1111800",1,12,7,13.3333333,6.0344828
"10417","chrY_1112200"," 1112100",3,1,3,3.5714286,11.5384615
"3895","chrY_1112200"," 1112100",2,12,13,42.8571428,50
"140","chrY_1112200"," 1112100",1,15,10,53.5714286,38.4615385
"10418","chrY_1112400"," 1112300",3,25,28,65.7894737,43.75
"3896","chrY_1112400"," 1112300",2,12,29,31.5789474,45.3125
"141","chrY_1112400"," 1112300",1,1,7,2.6315789,10.9375
"10419","chrY_1112600"," 1112500",3,49,64,85.9649123,92.7536232
"3897","chrY_1112600"," 1112500",2,8,5,14.0350877,7.2463768
"10420","chrY_1116500"," 1116400",3,43,35,81.1320755,71.4285714
"3898","chrY_1116500"," 1116400",2,7,11,13.2075472,22.4489796
"142","chrY_1116500"," 1116400",1,3,3,5.6603774,6.122449
"10421","chrY_1116800"," 1116700",3,41,25,67.2131148,49.0196078
"3899","chrY_1116800"," 1116700",2,20,21,32.7868852,41.1764705
"143","chrY_1116800"," 1116700",1,0,5,0,9.8039216
"10422","chrY_1120100"," 1120000",3,15,15,100,100
"10423","chrY_1120200"," 1120100",3,19,30,100,100
"10424","chrY_1120300"," 1120200",3,33,24,100,100
"10425","chrY_1120400"," 1120300",3,11,11,100,100
"10426","chrY_1120600"," 1120500",3,17,29,100,100
"10427","chrY_1120700"," 1120600",3,20,36,80,97.2972973
"3900","chrY_1120700"," 1120600",2,5,1,20,2.7027027
"10428","chrY_1123000"," 1122900",3,12,8,100,100
"10429","chrY_1124400"," 1124300",3,23,29,88.4615385,80.5555556
"3901","chrY_1124400"," 1124300",2,3,7,11.5384615,19.4444445
"10430","chrY_1125500"," 1125400",3,40,40,100,100
"10431","chrY_1130000"," 1129900",3,9,12,100,75
"3902","chrY_1130000"," 1129900",2,0,4,0,25
"10432","chrY_1130300"," 1130200",3,37,40,92.5,86.9565217
"3903","chrY_1130300"," 1130200",2,1,4,2.5,8.6956522
"144","chrY_1130300"," 1130200",1,2,2,5,4.3478261
"10433","chrY_1131200"," 1131100",3,34,43,82.9268293,84.3137255
"3904","chrY_1131200"," 1131100",2,7,8,17.0731707,15.6862745
"10434","chrY_1138100"," 1138000",3,38,22,88.372093,88
"3905","chrY_1138100"," 1138000",2,5,3,11.627907,12
"10435","chrY_1145200"," 1145100",3,8,17,100,100
"10436","chrY_1147500"," 1147400",3,16,12,100,100
"10437","chrY_1152100"," 1152000",3,19,22,100,84.6153846
"3906","chrY_1152100"," 1152000",2,0,4,0,15.3846154
"10438","chrY_1152800"," 1152700",3,16,15,100,78.9473684
"3907","chrY_1152800"," 1152700",2,0,4,0,21.0526316
"10439","chrY_1154700"," 1154600",3,19,10,100,100
"10440","chrY_1159800"," 1159700",3,13,17,76.4705882,80.952381
"3908","chrY_1159800"," 1159700",2,4,4,23.5294118,19.047619
"10441","chrY_1161200"," 1161100",3,62,65,81.5789474,85.5263158
"3909","chrY_1161200"," 1161100",2,14,11,18.4210526,14.4736842
